;SiteName: Dalby,,,,,,,,,,,,,,,,,,
;Memory: Hourly Data,,,,,,,,,,,,,,,,,,
;Date, Time,MAXIMUM Wind Speed,AVERAGE Wind Speed,STDEV Wind Speed,AVERAGE Wind Direction,AVERAGE Wind Direction DESCRIPTION,S THETA Wind Direction,MAXIMUM Peak Wind Gust,VWSP Inst  Wind Speed,VWDIR Inst  Wind Direction,VWDIR Inst  Wind Direction DESCRIPTION,AVERAGE Relative Humidity,AVERAGE Solar Radiation,TOTAL Rain Gauge,AVERAGE Air Temperature,CURRENT Evaporation,AVERAGE Dew Point,MINIMUM Battery Voltage
8/04/2016,13:00:00,10.1,5.4,1.9,104,ESE,57.8,14.2,3.7,54.7,NE,54.9,617.8,0,29.6,0.481,19.6,13.79
8/04/2016,14:00:00,13.1,6.3,2.6,196,SSW,62.9,15.4,3.8,355.5,N,52.4,708.8,0,30.5,0.549,19.7,13.79
8/04/2016,15:00:00,11.5,5,2.2,200.2,SSW,89.4,17.8,1.5,278.9,W,50.9,594.1,0,31,0.466,19.7,13.79
8/04/2016,16:00:00,11.9,5.8,2.7,176.7,S,98.1,16.6,1.6,222.4,SW,49.7,410.6,0,31.5,0.345,19.7,13.77
8/04/2016,17:00:00,10.6,5.1,1.7,226.2,SW,33.7,16.6,4.4,230.6,SW,52.7,109.2,0,29.9,0.141,19.2,13.28
8/04/2016,18:00:00,9.5,6.2,1.1,213.6,SSW,10.6,11.8,6,214,SW,56.6,21.8,0,28.1,0.087,18.7,13.02
8/04/2016,19:00:00,10.4,7.6,1.4,203.1,SSW,9.8,14.2,7.5,202.5,SSW,63,0.5,0,26.4,0.05,18.8,13.02
8/04/2016,20:00:00,12.7,9.6,1.5,192.8,SSW,8.7,17.8,9.5,192.9,SSW,67.3,0.5,0,25.6,0.056,19.1,13
8/04/2016,21:00:00,12.5,8.3,1.8,185.6,S,9.9,16.6,8.2,186.6,S,72.3,0.5,0,24.4,0.038,19.1,12.98
8/04/2016,22:00:00,9.3,6.2,1.3,177.6,S,11.4,13,6.1,177.7,S,75.8,0.5,0,23.1,0.02,18.6,12.98
8/04/2016,23:00:00,4.3,2.8,1.2,136.5,SE,26,4.7,2.6,140,SE,79,0.5,0,21.4,-0.001,17.6,12.96
9/04/2016,0:00:00,3.8,2.3,0.9,181,S,25.3,4.7,2.1,183.8,S,83.7,0.5,0,19.9,-0.006,17.1,12.94
9/04/2016,1:00:00,3.8,1,1,202,SSW,81.6,4.7,0.5,341.4,NNW,86.7,0.5,0,18.7,-0.013,16.4,12.92
9/04/2016,2:00:00,3.5,2.2,0.9,286.5,WNW,20.4,3.5,2.1,332.1,NNW,88.2,0.5,0,17.6,-0.009,15.7,12.9
9/04/2016,3:00:00,2.9,1.6,0.7,80.1,E,34.5,3.5,1.4,29.9,NNE,90.8,0.5,0,16.2,-0.012,14.7,12.88
9/04/2016,4:00:00,3.4,1.9,1,82.7,E,28,4.7,1.7,27.7,NNE,92.5,0.5,0,15.8,-0.012,14.6,12.84
9/04/2016,5:00:00,2.7,1.1,0.8,257.6,WSW,46.1,3.5,0.9,268.2,W,92.9,0.5,0,15.2,-0.013,14.1,12.82
9/04/2016,6:00:00,1.8,0.6,0.6,213.2,SSW,49.7,2.4,0.5,202.9,SSW,94.7,0.6,0,14.9,-0.014,14,12.81
9/04/2016,7:00:00,3.3,1.3,1,111.3,ESE,69.3,4.7,1.1,17.6,NNE,94,46.6,0,15.6,-0.022,14.6,12.81
9/04/2016,8:00:00,9.9,5.7,1.7,288.1,WNW,16.8,14.2,5.5,343.6,NNW,84.5,233.5,0,19.6,0.117,16.9,13.71
9/04/2016,9:00:00,11.7,7.5,1.8,287.1,WNW,22.9,14.2,7,330.5,NNW,79.6,445.7,0,22.1,0.262,18.4,13.81
9/04/2016,10:00:00,10.6,5.2,2,242.7,WSW,56.2,14.2,3.6,320.9,NW,67.8,630.7,0,24.6,0.414,18.2,13.79
9/04/2016,11:00:00,12.2,6.1,2,151.7,SSE,76.3,15.4,2.7,130.6,SE,60.5,764.3,0,26.8,0.532,18.5,13.79
9/04/2016,12:00:00,14.2,7.7,3,120.3,ESE,47,21.3,5.9,117.9,ESE,57,828.1,0,28.8,0.604,19.5,13.79
9/04/2016,13:00:00,13.5,7.3,2.8,188.1,S,63.9,18.9,4.4,179.4,S,54.3,830.6,0,29.7,0.62,19.5,13.79
9/04/2016,14:00:00,12.8,6.7,2.5,189.7,S,85.7,17.8,2.4,209.7,SSW,52.3,522.6,0,30.7,0.439,19.8,13.79
9/04/2016,15:00:00,14.1,6.9,2.9,185.6,S,37.8,22.5,6,181.3,S,52.2,317.7,0,30.4,0.301,19.5,13.67
9/04/2016,16:00:00,11.1,6.3,2.4,182.7,S,22.9,14.2,6,186.4,S,52.3,207.4,0,30.3,0.22,19.5,13.4
9/04/2016,17:00:00,11.8,7.6,1.6,200.2,SSW,25,14.2,6.9,197.9,SSW,53,150.1,0,30,0.181,19.3,13.3
9/04/2016,18:00:00,14.8,7.9,2.9,140.1,SE,14.3,17.8,7.7,140.3,SE,56.8,25.1,0,28.8,0.102,19.3,13.02
9/04/2016,19:00:00,5.3,3.8,0.6,174.9,S,17.2,5.9,3.6,174.6,S,64.3,0.5,0,25.6,0.018,18.4,13.02
9/04/2016,20:00:00,15.4,7.6,2.9,250.4,WSW,31.4,17.8,6.9,257.5,WSW,68.6,0.5,0,25.4,0.041,19.2,13
9/04/2016,21:00:00,6.9,3.6,1.1,212.6,SSW,47,8.3,2.5,218.5,SW,70.9,0.5,0,23.8,0.01,18.2,13
9/04/2016,22:00:00,4.8,3.1,0.7,263.6,W,45.8,7.1,2.3,262.9,W,75.6,0.5,0,21.9,0.002,17.5,12.98
9/04/2016,23:00:00,6.7,3.9,1,284.4,WNW,20.6,7.1,3.7,284.2,WNW,78.7,0.5,0,20.7,0.004,16.8,12.96
10/04/2016,0:00:00,4.8,2.2,1.2,244.3,WSW,43.2,5.9,1.8,262.9,W,85.4,0.5,0,19.4,-0.008,16.8,12.94
10/04/2016,1:00:00,4.1,1.5,1.1,226.6,SW,52,4.7,1.1,254.8,WSW,88.7,0.5,0,18.1,-0.011,16.2,12.92
10/04/2016,2:00:00,3.9,1.9,1.4,113.7,ESE,59.7,4.7,1.5,87,E,88.9,0.5,0,17.7,-0.01,15.8,12.9
10/04/2016,3:00:00,5,2.3,1,74.3,ENE,35,5.9,2,73.4,ENE,90.7,0.5,0,16.8,-0.01,15.2,12.88
10/04/2016,4:00:00,4,1.9,1,61.9,ENE,19.2,4.7,1.8,59.5,ENE,93.6,0.5,0,17.1,-0.012,16.1,12.84
10/04/2016,5:00:00,3.8,2.4,0.6,69.7,ENE,23.1,4.7,2.2,70.2,ENE,95.9,0.5,0,17.2,-0.012,16.5,12.82
10/04/2016,6:00:00,2.6,1.5,0.6,100.8,E,38.1,3.5,1.2,91.5,E,96.7,0.6,0,16.4,-0.013,15.9,12.81
10/04/2016,7:00:00,2.8,1.8,0.5,168.2,SSE,21.7,3.5,1.7,168.2,SSE,96.4,52.1,0,15.7,-0.017,15.1,12.81
10/04/2016,8:00:00,8.1,3.6,1.6,151.9,SSE,37.7,9.5,3,150.9,SSE,92.3,225.4,0,19.9,0.11,18.5,13.53
10/04/2016,9:00:00,12.4,6.2,2.6,138.2,SE,43.1,15.4,5.2,127.1,SE,81.5,443.6,0,22.9,0.266,19.5,13.79
10/04/2016,10:00:00,14,8.9,2.2,114.7,ESE,32.3,18.9,7.6,114.4,ESE,70.6,633.1,0,25.4,0.415,19.6,13.79
10/04/2016,11:00:00,15,9.1,3,118.9,ESE,34.1,18.9,8,115,ESE,62.4,751.2,0,27.4,0.528,19.6,13.79
10/04/2016,12:00:00,12.3,7.2,2.6,137.4,SE,63.2,18.9,4.7,119.2,ESE,54.7,832.3,0,29.6,0.618,19.5,13.79
10/04/2016,13:00:00,16,6.6,2.9,147.8,SSE,61.1,23.7,4.1,129.3,SE,48.1,821.4,0,31.1,0.633,18.8,13.79
10/04/2016,14:00:00,14.7,6.8,2.8,126.5,SE,61.7,20.1,4.4,106.4,ESE,43.6,743.4,0,32.2,0.596,18.2,13.77
10/04/2016,15:00:00,14.4,6.4,2.9,146.8,SSE,57.3,17.8,4.3,129,SE,41,598.9,0,32.4,0.495,17.5,13.79
10/04/2016,16:00:00,12.8,6.1,3.1,134,SE,66.7,16.6,4.1,109.9,ESE,39.4,420,0,32.6,0.367,17,13.77
10/04/2016,17:00:00,12.4,6.7,2.7,100.3,E,45.8,17.8,5.3,85.7,E,40.5,176.2,0,31.7,0.212,16.7,13.3
10/04/2016,18:00:00,10.3,5.9,1.5,66.5,ENE,14.3,11.8,5.7,66.3,ENE,42.6,35.6,0,30,0.102,16,13.04
10/04/2016,19:00:00,4.2,2.9,0.6,81,E,19.2,4.7,2.7,79,E,47.2,0.5,0,27,0.02,14.8,13.02
10/04/2016,20:00:00,8.5,3.8,2.8,123.9,SE,28.4,10.6,3.4,125.6,SE,52.1,0.5,0,24.9,0.026,14.4,13
10/04/2016,21:00:00,8.4,5.6,1.3,133.2,SE,23.3,10.6,5.1,130.6,SE,54.8,0.5,0,24.7,0.042,15,12.98
10/04/2016,22:00:00,6.6,4.3,0.9,116.7,ESE,20.9,8.3,4,115.6,ESE,59.8,0.5,0,22.8,0.023,14.5,12.96
10/04/2016,23:00:00,6.9,4.3,1.3,181.4,S,85.9,8.3,1,135.6,SE,64.3,0.5,0,22,0.019,14.9,12.96
11/04/2016,0:00:00,8.7,3,2.1,222.6,SW,81.1,10.6,1.4,226.7,SW,67.6,0.5,0,20.7,0.006,14.5,12.94
11/04/2016,1:00:00,4.7,2.2,1.1,227.1,SW,89,5.9,0.7,297.7,WNW,70.4,0.5,0,19.2,-0.003,13.7,12.92
11/04/2016,2:00:00,5.8,2.4,1.6,238.9,WSW,85.9,7.1,0.5,286,WNW,75.4,0.5,0,18.7,-0.003,14.2,12.9
11/04/2016,3:00:00,7.6,3.7,1.8,282.6,WNW,39.3,9.5,3.3,317.3,NW,77.6,0.5,0,18.6,0.002,14.6,12.88
11/04/2016,4:00:00,5.4,2.5,1.3,204.6,SSW,64.6,7.1,1.5,349.3,N,82.1,0.5,0,18.6,-0.005,15.5,12.84
11/04/2016,5:00:00,3.5,1.5,1,218.8,SW,80.3,4.7,0.7,333.6,NNW,87.5,0.5,0,18,-0.011,15.9,12.82
11/04/2016,6:00:00,2.8,1.5,0.6,112.6,ESE,74.9,4.7,0.7,102.8,ESE,90.1,0.5,0,17.6,-0.012,16,12.81
11/04/2016,7:00:00,3.8,1.9,0.8,260.7,W,50.7,4.7,1.2,282.4,WNW,90.5,23.2,0,17.9,-0.033,16.3,12.81
11/04/2016,8:00:00,9,4.8,1.6,274.2,W,25.4,10.6,4.4,279.3,W,88.2,113.7,0,20.6,0.072,18.5,12.88
11/04/2016,9:00:00,4.8,2.2,1.1,149.5,SSE,83,5.9,0.9,128.6,SE,85.2,213.6,0,22.4,0.143,19.7,13.36
11/04/2016,10:00:00,8.9,4.3,2.1,216.4,SW,67.7,11.8,2.6,239.7,WSW,81.5,325.2,0,23.3,0.221,20,13.57
11/04/2016,11:00:00,12.6,7.2,2.5,197.4,SSW,33.3,15.4,6.3,197.6,SSW,76.4,220.5,0,24,0.181,19.6,13.57
11/04/2016,12:00:00,17.9,9.9,3,187.5,S,15.8,21.3,9.5,185.5,S,72.6,164.2,0,24.1,0.162,18.9,13.44
11/04/2016,13:00:00,11.9,4.4,2.7,182,S,60.4,14.2,3,170.6,S,70.2,227.7,0,25,0.19,19.2,13.57
11/04/2016,14:00:00,6.8,3.8,1.5,150.7,SSE,67.2,9.5,1.8,35,NE,68.7,230,0,25.9,0.192,19.7,13.55
11/04/2016,15:00:00,11.4,6.9,2,48.1,NE,21,14.2,6.5,42.5,NE,70.3,109.4,0,26,0.13,20.2,13.26
11/04/2016,16:00:00,15.2,8.5,3.1,187.2,S,32.1,20.1,7.5,357.9,N,69.1,143.8,0,26,0.152,19.9,13.24
11/04/2016,17:00:00,14.6,8.7,2.9,265.1,W,14.4,18.9,8.4,346.1,NNW,69.7,78.1,0,25.3,0.112,19.4,13.06
11/04/2016,18:00:00,4.6,2.5,0.9,68.9,ENE,18.4,7.1,2.4,14.2,NNE,73.7,5.8,0,24.3,0.035,19.3,13.02
11/04/2016,19:00:00,4.3,1.9,1.2,144.3,SE,76.4,4.7,1,108.5,ESE,77.7,0.5,0,22.9,-0.005,18.8,13
11/04/2016,20:00:00,4.9,3,0.9,198.3,SSW,22.7,5.9,2.7,347.7,NNW,79.7,0.5,0,22.4,-0.001,18.7,12.98
11/04/2016,21:00:00,8.6,4.6,1.6,328.2,NNW,11.5,10.6,4.5,332.2,NNW,81.8,0.5,0,22.1,0.005,18.9,12.94
11/04/2016,22:00:00,7.5,4.1,2.3,176.2,S,95.6,10.6,0.5,191.3,SSW,81.6,0.5,0,21.8,0.003,18.5,12.92
11/04/2016,23:00:00,5.2,2.6,1.4,213.6,SSW,42.3,5.9,2.3,199,SSW,86.5,0.5,0,20.5,-0.006,18.2,12.88
12/04/2016,0:00:00,3.3,1.5,0.8,208.9,SSW,50.4,3.5,1.1,13.9,NNE,84.1,0.5,0,20.2,-0.01,17.4,12.84
12/04/2016,1:00:00,6.3,2.9,1,309.7,NW,21.8,7.1,2.7,308,NW,82.4,0.5,0,20.2,-0.004,17.1,12.84
12/04/2016,2:00:00,6.4,2.8,1.3,276.1,W,37.5,7.1,2.3,290.9,WNW,85,0.5,0,20.2,-0.005,17.6,12.81
12/04/2016,3:00:00,8.5,5.1,1.6,303.1,WNW,27.8,10.6,4.7,311.6,NW,90.5,0.5,0,19.5,-0.003,17.9,12.81
12/04/2016,4:00:00,5.3,3.5,1,137.4,SE,87.8,7.1,0.6,119,ESE,95.6,0.5,0,18.7,-0.01,18,12.79
12/04/2016,5:00:00,3.1,1.4,0.9,135.6,SE,67.8,4.7,0.9,87.5,E,97.2,0.5,0,18.4,-0.013,18,12.79
12/04/2016,6:00:00,3.7,1.8,1.1,170.7,S,55.9,4.7,1.2,13.3,NNE,99.1,0.5,0,17.8,-0.014,17.7,12.79
12/04/2016,7:00:00,4.3,2.2,0.9,134.4,SE,63.5,4.7,1.4,125.2,SE,99.5,21.9,0,17.3,-0.034,17.3,12.77
12/04/2016,8:00:00,5.6,2.4,1.3,254.9,WSW,42.4,7.1,1.9,263.8,W,96.8,208.8,0,19.8,0.102,19.3,13.14
12/04/2016,9:00:00,7.2,3.8,1.5,243.7,WSW,48.5,13,3,253.2,WSW,85.7,412.2,0,23.1,0.251,20.5,13.53
12/04/2016,10:00:00,11.9,5.1,2.6,244.9,WSW,55.5,15.4,4.1,269.1,W,71.2,618.6,0,25.6,0.413,20,13.79
12/04/2016,11:00:00,11.1,6.8,2.5,251.5,WSW,58.4,14.2,4.7,270.5,W,62.8,747,0,27.1,0.523,19.4,13.79
12/04/2016,12:00:00,12.9,7.1,2.7,174.9,S,84.9,15.4,1.9,319.7,NW,56.8,699.4,0,28.5,0.518,19.1,13.71
12/04/2016,13:00:00,28.2,11.2,6.6,233.7,SW,59.4,35.5,7.9,242.6,WSW,56.2,691,0,28.9,0.53,19.2,13.73
12/04/2016,14:00:00,28,17.1,4.5,213.2,SSW,17.2,35.5,16.4,215.5,SW,72.1,233.2,6.2,24.6,0.223,19.1,13.36
12/04/2016,15:00:00,17.5,10.1,2,186.5,S,23.4,21.3,9.3,184.1,S,88.2,454.1,0.2,23.2,0.273,21.1,13.81
12/04/2016,16:00:00,31.8,21.1,4.2,265.9,W,11.8,40.2,20.7,266.7,W,87.9,157.9,0,21.1,0.112,19,13.55
12/04/2016,17:00:00,20.4,15.8,2.2,232.2,SW,13.4,28.4,15.4,232.7,SW,90.3,110.7,0.2,19.7,0.076,18,13.28
12/04/2016,18:00:00,15.4,9.4,2,213.7,SSW,16,18.9,9.1,213.3,SSW,91.4,21,0.2,19.1,0.027,17.7,13
12/04/2016,19:00:00,6.1,3.2,1.8,265.5,W,46.5,8.3,2.6,274.9,W,94.4,0.5,0,18.4,-0.01,17.5,12.98
12/04/2016,20:00:00,6.3,3.2,1.7,272.5,W,26,7.1,2.9,336.4,NNW,97.1,0.5,0,17.7,-0.012,17.2,13
12/04/2016,21:00:00,8,3.3,2,263.1,W,48.7,9.5,2.8,279,W,99.1,0.5,0,16.6,-0.013,16.5,12.98
12/04/2016,22:00:00,7.9,5.1,1.3,268.7,W,10.3,10.6,5,269.2,W,100,0.5,0,16.6,-0.013,16.6,12.98
12/04/2016,23:00:00,6,4.2,1.4,255.1,WSW,13.7,8.3,4.1,257.8,WSW,100,0.5,0,16.4,-0.013,16.4,12.96
13/04/2016,0:00:00,6.7,3.6,1.5,291.1,WNW,10.4,8.3,3.6,292.9,WNW,100,0.5,0,15.6,-0.013,15.6,12.94
13/04/2016,1:00:00,5.2,3.8,0.9,287.3,WNW,10.5,5.9,3.7,288.2,WNW,100,0.5,0,15.3,-0.013,15.3,12.94
13/04/2016,2:00:00,4.3,2.7,0.9,261.2,W,19.9,4.7,2.6,260.7,W,100,0.5,0,14.4,-0.014,14.4,12.92
13/04/2016,3:00:00,6.2,4.7,0.9,273.3,W,12.3,8.3,4.6,274.7,W,100,0.5,0,14.9,-0.013,14.9,12.9
13/04/2016,4:00:00,5.1,3.7,0.5,245.3,WSW,11.2,5.9,3.6,245.6,WSW,100,0.5,0,14.7,-0.013,14.7,12.88
13/04/2016,5:00:00,5.1,3.4,0.9,267.8,W,13.9,5.9,3.3,266.2,W,100,0.5,0,14.5,-0.013,14.5,12.88
13/04/2016,6:00:00,4.2,2.8,0.6,273.1,W,12.4,4.7,2.8,273.8,W,100,0.5,0,14.1,-0.014,14.1,12.84
13/04/2016,7:00:00,7.1,4.5,1,271.8,W,13.5,9.5,4.4,273.7,W,100,49.9,0.2,14.4,-0.018,14.4,12.84
13/04/2016,8:00:00,10.6,7.1,1.5,253.6,WSW,13.2,14.2,6.9,253,WSW,100,225.2,0,17.2,0.087,17.2,13.65
13/04/2016,9:00:00,18.9,12.6,2.6,244.6,WSW,12.6,22.5,12.3,244.2,WSW,95.8,432.9,0,20.6,0.205,19.8,13.81
13/04/2016,10:00:00,20.6,15.6,2.2,251.8,WSW,14.6,24.9,15.1,251.8,WSW,86.5,590.1,0,22.4,0.315,20,13.79
13/04/2016,11:00:00,22.5,17.4,2.4,242,WSW,16.5,29.6,16.7,241.8,WSW,78.1,678.4,0,23.9,0.395,19.8,13.81
13/04/2016,12:00:00,23.5,16.6,2.9,236.6,WSW,17.9,31.9,15.8,236.6,WSW,71.7,796.6,0,25.2,0.494,19.7,13.81
13/04/2016,13:00:00,22.8,16.2,2.6,248.6,WSW,18.5,29.6,15.4,248.6,WSW,66.7,556.8,0,26,0.404,19.3,13.81
13/04/2016,14:00:00,23.5,15.4,3.1,246.8,WSW,19.8,29.6,14.5,246.7,WSW,61.4,613.2,0,26.9,0.455,18.8,13.81
13/04/2016,15:00:00,22.9,17.1,2.7,252.5,WSW,12.9,27.2,16.7,252.3,WSW,59.7,429.1,0,26.7,0.358,18.3,13.79
13/04/2016,16:00:00,21.1,15.6,2.5,236.3,WSW,18.9,26,14.8,236.3,WSW,57.3,398.9,0,27.1,0.342,18,13.81
13/04/2016,17:00:00,18.9,14.9,2.3,237.3,WSW,18.5,29.6,14.2,237.9,WSW,58.3,187.8,0,26.5,0.218,17.6,13.77
13/04/2016,18:00:00,19.3,14.5,2.5,235.9,SW,8.8,23.7,14.4,235.7,SW,64,24,0,24.8,0.115,17.5,13.06
13/04/2016,19:00:00,17.2,13,1.6,233.1,SW,7.8,21.3,12.8,233.2,SW,70.6,0.5,0,23,0.062,17.4,13.02
13/04/2016,20:00:00,14.6,11.3,1.6,225.2,SW,9.2,17.8,11.1,225.6,SW,75.1,0.5,0,21.8,0.042,17.2,13.02
13/04/2016,21:00:00,14.3,10.7,1.2,214.9,SW,8.8,17.8,10.6,215,SW,79,0.5,0,20.6,0.03,16.9,13
13/04/2016,22:00:00,14.6,10.7,1.5,218.3,SW,10.7,18.9,10.5,217.9,SW,81,0.5,0,19.9,0.026,16.5,12.98
13/04/2016,23:00:00,10.2,7.1,1.4,253.1,WSW,15.2,13,6.9,250.8,WSW,85.4,0.5,0,18.1,0.007,15.6,12.96
14/04/2016,0:00:00,6.6,5.1,0.7,258.7,WSW,11.9,8.3,5,258.8,W,91.6,0.5,0,15.9,-0.005,14.6,12.94
14/04/2016,1:00:00,6.4,4.1,1.4,254.1,WSW,22.4,8.3,3.8,260.2,W,94.3,0.5,0,14.6,-0.009,13.7,12.92
14/04/2016,2:00:00,9.5,5.3,2.3,280.3,W,10.9,10.6,5.2,283.2,WNW,96.9,0.5,0,14,-0.01,13.5,12.9
14/04/2016,3:00:00,6.9,5.2,0.8,279.4,W,6.5,8.3,5.2,279.4,W,96.5,0.5,0,14.2,-0.01,13.7,12.88
14/04/2016,4:00:00,6.5,4.4,0.8,283.4,WNW,8,8.3,4.4,284,WNW,97.1,0.5,0,14,-0.011,13.5,12.84
14/04/2016,5:00:00,6.6,4.4,1.3,281.5,WNW,13.3,8.3,4.3,283.7,WNW,97.4,0.5,0,14,-0.011,13.6,12.84
14/04/2016,6:00:00,5.4,4.1,0.7,273.9,W,10.9,7.1,4,275.2,W,98.1,0.6,0,13,-0.012,12.7,12.81
14/04/2016,7:00:00,8.5,5.6,1.3,282.6,WNW,7.6,10.6,5.6,283.3,WNW,99.1,46.4,0,13.4,-0.019,13.2,12.81
14/04/2016,8:00:00,13.5,10.2,1.7,277.1,W,9.6,17.8,10.1,276.5,W,93.1,227.5,0,17,0.09,15.9,13.75
14/04/2016,9:00:00,22.6,16.1,3.6,253.7,WSW,13.2,30.8,15.7,252.9,WSW,83.3,447.1,0,20.8,0.231,17.8,13.81
14/04/2016,10:00:00,30.7,24.1,3.2,238.5,WSW,14.4,39,23.4,238.1,WSW,72.3,666.7,0,23.8,0.387,18.5,13.81
14/04/2016,11:00:00,29.9,24,2.5,238.4,WSW,15.9,37.9,23.1,238.6,WSW,67.1,671.3,0,25,0.432,18.5,13.81
14/04/2016,12:00:00,28.6,22.9,2.7,233.7,SW,15.9,37.9,22.1,233.8,SW,64.9,582.4,0,25.6,0.42,18.5,13.81
14/04/2016,13:00:00,30.3,23.4,3.3,226.3,SW,14.6,40.2,22.7,226.5,SW,64.8,428.2,0,25.5,0.343,18.4,13.81
14/04/2016,14:00:00,29.4,22.4,3.3,224.7,SW,15,39,21.7,224.4,SW,63.8,417,0,25.7,0.351,18.3,13.81
14/04/2016,15:00:00,24.7,19.1,3,214.2,SW,17,33.1,18.3,215.2,SW,65.9,347.3,0,25.5,0.295,18.7,13.81
14/04/2016,16:00:00,30.2,19.9,3.8,211.8,SSW,11.9,39,19.5,212.1,SSW,76.3,149.4,0,23.2,0.158,18.6,13.46
14/04/2016,17:00:00,24.4,18.6,2.6,213.9,SW,11.4,30.8,18.2,214.4,SW,81.9,128.5,0,22,0.113,18.8,13.53
14/04/2016,18:00:00,21.6,15.6,2.9,204.9,SSW,9.9,28.4,15.4,205,SSW,75.7,22,0,21.8,0.077,17.3,13.04
14/04/2016,19:00:00,16.1,12.3,1.6,204.6,SSW,8.9,22.5,12.2,204.9,SSW,81.1,0.5,0,20.8,0.032,17.4,13.02
14/04/2016,20:00:00,15.1,9.5,2.5,216,SW,8.3,20.1,9.4,216.2,SW,85.8,0.5,0,19.7,0.014,17.3,13
14/04/2016,21:00:00,7.3,4.7,0.6,246,WSW,12.7,9.5,4.6,245.3,WSW,90.8,0.5,0,17.8,-0.005,16.3,13
14/04/2016,22:00:00,5.8,3.8,0.9,240.4,WSW,18.2,7.1,3.6,242.4,WSW,94.4,0.5,0,15.8,-0.009,15,12.98
14/04/2016,23:00:00,6.1,4.7,0.7,252.8,WSW,12,8.3,4.6,252.7,WSW,96.2,0.5,0,15.3,-0.01,14.7,12.96
15/04/2016,0:00:00,7.5,4.8,1.1,274.4,W,12.1,9.5,4.7,275.8,W,95.9,0.5,0,14.8,-0.009,14.2,12.94
15/04/2016,1:00:00,9,6.4,1.4,289.9,WNW,7.5,10.6,6.4,290.5,WNW,95.3,0.5,0,14.6,-0.007,13.9,12.92
15/04/2016,2:00:00,8.7,6.7,1,287.8,WNW,6.8,11.8,6.7,288.1,WNW,93.7,0.5,0,14.7,-0.005,13.7,12.9
15/04/2016,3:00:00,6,4.1,0.8,272.7,W,12.3,7.1,4,273.8,W,95,0.5,0,13.6,-0.01,12.8,12.88
15/04/2016,4:00:00,7.2,4.7,1.2,271.5,W,11.4,8.3,4.6,273.2,W,96.4,0.5,0,12.9,-0.01,12.3,12.84
15/04/2016,5:00:00,7.3,5,1.6,276,W,8.6,9.5,5,275.9,W,97.4,0.5,0,12.2,-0.01,11.8,12.81
15/04/2016,6:00:00,7.5,4.7,1,274.3,W,13.4,8.3,4.6,275.8,W,98.3,0.5,0,11.5,-0.011,11.2,12.79
15/04/2016,7:00:00,7.4,4.3,1.6,263.3,W,15.2,9.5,4.1,265.9,W,99.1,47.2,0,11.6,-0.02,11.4,12.79
15/04/2016,8:00:00,11.8,8.5,1.8,258,WSW,10.6,15.4,8.3,257.6,WSW,93.8,228.7,0,15.5,0.086,14.4,13.81
15/04/2016,9:00:00,18.9,14.2,2.3,238.4,WSW,14.2,22.5,13.8,237.7,WSW,77.7,443.5,0,19.5,0.234,15.4,13.81
15/04/2016,10:00:00,21.3,15.5,2.1,232.1,SW,17.2,26,14.8,232.4,SW,68.9,633.4,0,21.8,0.37,15.8,13.81
15/04/2016,11:00:00,22.1,15.1,2.8,232,SW,23.3,26,13.9,233.1,SW,56.4,761.7,0,24.4,0.503,15.2,13.81
15/04/2016,12:00:00,18.4,12.5,2.8,228.1,SW,25.4,24.9,11.4,228.1,SW,50.2,838.9,0,25.9,0.584,14.8,13.79
15/04/2016,13:00:00,23.1,13,4.6,254.6,WSW,31.2,30.8,11.5,260.9,W,45.9,835.2,0,26.9,0.605,14.2,13.79
15/04/2016,14:00:00,20,12.1,3.1,253.5,WSW,30.3,28.4,10.6,254.6,WSW,42.6,752,0,27.2,0.566,13.4,13.79
15/04/2016,15:00:00,20.9,13.5,3.4,237.4,WSW,25.5,26,12.3,235.9,SW,43.5,599.6,0,27.4,0.485,13.8,13.79
15/04/2016,16:00:00,19.2,12.8,3.1,234.9,SW,22.2,23.7,12,234.4,SW,44.8,369.6,0,26.8,0.343,13.8,13.79
15/04/2016,17:00:00,20.2,12,2.5,224.4,SW,15,23.7,11.6,224.3,SW,49.9,159.4,0,25.9,0.207,14.6,13.34
15/04/2016,18:00:00,15.2,12.2,1.7,216,SW,12.9,21.3,11.9,216.1,SW,56.3,24.4,0,24.1,0.116,14.8,13.04
15/04/2016,19:00:00,23.2,14.1,3.5,222.3,SW,16.3,28.4,13.6,219.7,SW,67.6,0.5,0,21.9,0.073,15.6,13.02
15/04/2016,20:00:00,21.5,14,2.9,207.8,SSW,10.1,28.4,13.8,207.5,SSW,78.6,0.5,0,19.6,0.04,15.8,13.02
15/04/2016,21:00:00,12.1,8.5,1.9,223.9,SW,14.3,15.4,8.3,222.3,SW,81.3,0.5,0,18.4,0.017,15.2,13
15/04/2016,22:00:00,7.3,5.1,0.9,256.8,WSW,9.7,9.5,5,257.1,WSW,86.2,0.5,0,16.5,0,14.2,12.98
15/04/2016,23:00:00,6.4,4.5,0.8,244.5,WSW,17,8.3,4.4,244.7,WSW,88.5,0.5,0,15.3,-0.004,13.4,12.96
16/04/2016,0:00:00,7.7,6.3,0.9,221.4,SW,11.9,10.6,6.1,220.8,SW,90.3,0.5,0,16,-0.002,14.4,12.94
