;SiteName: Dalby,,,,,,,,,,,,,,,,,,
;Memory: Hourly Data,,,,,,,,,,,,,,,,,,
;Date, Time,MAXIMUM Wind Speed,AVERAGE Wind Speed,STDEV Wind Speed,AVERAGE Wind Direction,AVERAGE Wind Direction DESCRIPTION,S THETA Wind Direction,MAXIMUM Peak Wind Gust,VWSP Inst  Wind Speed,VWDIR Inst  Wind Direction,VWDIR Inst  Wind Direction DESCRIPTION,AVERAGE Relative Humidity,AVERAGE Solar Radiation,TOTAL Rain Gauge,AVERAGE Air Temperature,CURRENT Evaporation,AVERAGE Dew Point,MINIMUM Battery Voltage
3/05/2016,0:00:00,6.7,3.7,1.5,122.9,ESE,50.3,9.5,2.6,126.4,SE,100,0.5,0,17,-0.013,17,12.88
3/05/2016,1:00:00,4.3,2.2,1.3,78.6,ENE,49.8,4.7,1.6,65.5,ENE,100,0.5,0.2,16.8,-0.014,16.8,12.86
3/05/2016,2:00:00,5,3.2,1.5,147.1,SSE,62.7,5.9,2.2,106.8,ESE,100,0.5,0,16.8,-0.013,16.8,12.82
3/05/2016,3:00:00,4,1.8,1.1,246.9,WSW,76.7,4.7,0.9,324.1,NW,100,0.5,0,16.9,-0.014,16.9,12.81
3/05/2016,4:00:00,4.4,2.3,1,135.8,SE,30.2,5.9,2.1,127.3,SE,100,0.5,0,17.1,-0.014,17.1,12.79
3/05/2016,5:00:00,3.5,2.3,0.7,126.6,SE,24.4,4.7,2.1,124.5,SE,100,0.5,0,17.3,-0.014,17.3,12.77
3/05/2016,6:00:00,2.8,1.7,0.5,73.7,ENE,33.7,3.5,1.5,76.1,ENE,100,0.5,0,17.4,-0.014,17.4,12.77
3/05/2016,7:00:00,2.1,0.6,0.5,85.1,E,43.8,2.4,0.5,88.3,E,100,13.6,0,17.5,-0.01,17.5,12.77
3/05/2016,8:00:00,5,2.6,1,125.1,SE,26.7,5.9,2.4,124.8,SE,100,54.7,0,18.2,0.033,18.2,12.77
3/05/2016,9:00:00,5.1,2.4,1.3,152.6,SSE,65.9,7.1,1.5,151.6,SSE,100,143.2,0,19.4,0.088,19.4,12.96
3/05/2016,10:00:00,8.5,4.5,1.4,52,NE,21.7,10.6,4.2,44.3,NE,98.1,210.2,0,20.8,0.129,20.5,13.2
3/05/2016,11:00:00,9.8,6.8,1.5,61.3,ENE,25.6,11.8,6.2,54.2,NE,89.2,484.3,0,22.5,0.29,20.6,13.51
3/05/2016,12:00:00,11.9,7,2.1,104.6,ESE,50.6,17.8,5,86.6,E,75,754.6,0,24.9,0.496,20.2,13.63
3/05/2016,13:00:00,13.8,7.5,3.2,81.3,E,41.1,18.9,6.2,48.4,NE,72.4,630.9,0,26,0.429,20.6,13.73
3/05/2016,14:00:00,17.6,11.1,2.8,56.6,ENE,27.1,22.5,9.9,42.7,NE,67.6,546.7,0,26.8,0.391,20.3,13.51
3/05/2016,15:00:00,20.7,13.7,3,56.1,NE,23.6,27.2,12.6,47.4,NE,58.8,539.2,0,28.2,0.419,19.3,13.69
3/05/2016,16:00:00,19.6,10.9,2.5,64.4,ENE,24.9,26,10,37.3,NE,59.7,250.1,0,27.2,0.24,18.7,13.61
3/05/2016,17:00:00,16.1,10.4,2,57.9,ENE,19.7,23.7,9.8,44.2,NE,64.6,69.6,0,25.5,0.122,18.3,13.08
3/05/2016,18:00:00,13.6,9.3,1.8,55.6,NE,11.4,18.9,9.1,55.9,NE,71.4,3.9,0,23.9,0.013,18.5,13.02
3/05/2016,19:00:00,8.8,5.4,1.1,61.2,ENE,15.2,11.8,5.2,60,ENE,75.4,0.5,0,22.5,0.015,18,13
3/05/2016,20:00:00,9.7,4.8,1.8,207.1,SSW,44.9,11.8,3.7,340.2,NNW,79.2,0.5,0,21.6,0.008,17.8,12.98
3/05/2016,21:00:00,8.2,5.9,1.1,313.7,NW,9.9,9.5,5.8,313.3,NW,83,0.5,0,20.7,0.008,17.7,12.96
3/05/2016,22:00:00,6.3,4.5,0.7,302.9,WNW,10.7,8.3,4.4,303.3,WNW,86.4,0.5,0,19.8,-0.001,17.4,12.96
3/05/2016,23:00:00,5.4,3.3,1,262.5,W,31.6,7.1,2.8,268.3,W,90.3,0.5,0,18.2,-0.007,16.6,12.94
4/05/2016,0:00:00,3.5,1.8,0.7,170.1,S,34.1,4.7,1.4,175.9,S,93.6,0.5,0,16.6,-0.012,15.6,12.92
4/05/2016,1:00:00,2.9,1.3,0.7,211.1,SSW,28.5,3.5,1.2,207.9,SSW,96,0.5,0,16.3,-0.013,15.6,12.9
4/05/2016,2:00:00,4,2.4,0.8,267.8,W,43.1,4.7,1.8,277.8,W,97.3,0.5,0,16,-0.013,15.6,12.88
4/05/2016,3:00:00,4.3,3.1,0.6,310.1,NW,17.1,4.7,2.9,310.5,NW,97.3,0.5,0,16.2,-0.012,15.7,12.86
4/05/2016,4:00:00,4.8,2.7,1.1,258.9,W,21.1,5.9,2.5,336.4,NNW,98.2,0.5,0,16.2,-0.013,16,12.82
4/05/2016,5:00:00,4.8,2.9,0.8,217.9,SW,56.7,5.9,1.9,354.9,N,99.5,0.5,0,15.8,-0.013,15.7,12.81
4/05/2016,6:00:00,5.3,2.7,1.4,172.1,S,75.5,5.9,0.8,29.6,NNE,100,0.5,0,14.6,-0.014,14.6,12.79
4/05/2016,7:00:00,2.4,1.1,0.8,143.4,SE,65.4,3.5,0.6,47,NE,100,12,0,13.8,-0.011,13.8,12.77
4/05/2016,8:00:00,6.4,2.2,1.9,204.9,SSW,84.5,8.3,1.5,356.8,N,100,100.9,0,15.1,0.043,15,12.82
4/05/2016,9:00:00,13.7,8.8,2.3,318.3,NW,17.6,17.8,8.4,326.8,NNW,92.5,203.1,0,18.6,0.109,17.3,13.46
4/05/2016,10:00:00,17.7,12.6,2.4,308.5,NW,16.3,23.7,12.1,310.8,NW,74.7,553.5,0,20.9,0.31,16.3,13.57
4/05/2016,11:00:00,16.8,11.1,2.9,285.4,WNW,26.2,22.5,10.1,305.2,NW,61.8,683.5,0,22.6,0.427,14.9,13.81
\END OF DATA,,,,,,,,,,,,,,,,,,
